loc,cbo,dit,fanIn,fanOut,lcom,noc,rfc,wmc,numberOfAttributes,numberOfAttributesInherited,numberOfMethods,numberOfMethodsInherited,numberOfPrivateAttributes,numberOfPrivateMethods,numberOfPublicAttributes,numberOfPublicMethods,numberOfVersionsUntil:,numberOfRefactoringsUntil:,numberOfAuthorsUntil:,linesAddedUntil:,maxLinesAddedUntil:,avgLinesAddedUntil:,linesRemovedUntil:,maxLinesRemovedUntil:,avgLinesRemovedUntil:,codeChurnUntil:,maxCodeChurnUntil:,avgCodeChurnUntil:,ageWithRespectTo:,weightedAgeWithRespectTo:,bug
163,12,2,1,11,105,0,88,35,5,0,15,19,1,4,1,3,15,0,7,86,17,5.7333300000000005,52,11,3.46667,34,15,2.26667,221.0,46.3405,0
31,4,2,2,2,3,0,11,3,1,0,3,10,1,1,0,2,2,0,1,1,1,0.5,1,1,0.5,0,0,0.0,9.85714,1.14286,0
65,5,1,0,5,45,0,27,28,5,0,10,18,5,0,0,10,9,0,2,174,139,19.3333,186,151,20.6667,-12,7,-1.33333,110.714,24.8079,0
99,10,1,4,6,91,1,52,20,4,0,14,9,4,2,0,10,6,0,2,43,18,7.16667,30,19,5.0,13,13,2.16667,32.7143,11.9468,0
591,21,7,1,20,55,0,220,156,2,448,11,115,0,0,2,11,76,0,7,1763,600,23.1974,1852,600,24.3684,-89,43,-1.17105,367.0,81.0014,1
365,40,2,28,14,496,0,126,62,11,0,32,14,11,0,0,26,27,0,2,373,137,13.8148,259,97,9.59259,114,40,4.22222,54.0,31.0582,0
170,11,1,2,9,6,0,90,36,5,0,4,6,4,1,0,3,14,0,4,408,126,29.1429,147,30,10.5,261,103,18.6429,43.8571,19.9919,1
38,7,3,0,7,15,0,22,8,1,2,6,17,1,0,0,6,32,0,5,256,81,8.0,253,81,7.90625,3,22,0.09375,367.0,132.69299999999998,0
21,7,1,4,3,6,0,18,5,2,0,4,9,2,0,0,4,4,0,2,127,114,31.75,116,114,29.0,11,10,2.75,90.5714,13.667,0
18,2,1,0,2,0,0,5,2,6,0,1,9,0,0,6,1,1,0,1,1,1,1.0,1,1,1.0,0,0,0.0,6.57143,0.0,0
52,4,1,2,2,36,0,21,13,2,0,9,0,2,0,0,9,12,0,2,36,13,3.0,21,5,1.75,15,12,1.25,92.5714,21.7976,0
551,19,7,1,18,78,0,226,140,2,426,13,124,0,0,2,13,73,0,7,2135,604,29.2466,2223,604,30.4521,-88,22,-1.20548,367.0,73.4238,1
157,10,1,1,9,28,0,57,33,1,0,8,8,0,0,1,1,24,0,7,65,11,2.70833,65,8,2.70833,0,6,0.0,321.143,89.8725,0
36,27,3,20,7,45,1,33,13,1,0,10,44,0,0,0,10,11,0,6,80,17,7.27273,77,62,7.0,3,16,0.272727,244.71400000000003,77.3893,0
319,15,3,8,9,595,0,156,81,23,97,35,84,11,0,0,18,73,0,8,2096,439,28.7123,1160,439,15.8904,936,282,12.8219,333.1430000000001,84.0883,0
29,5,1,2,3,1,0,18,6,0,0,2,6,0,0,0,2,1,0,1,0,0,0.0,0,0,0.0,0,0,0.0,26.2857,0.0,1
145,5,1,1,4,45,0,38,39,20,0,10,7,0,0,9,10,1,0,1,0,0,0.0,0,0,0.0,0,0,0.0,27.2857,0.0,0
6,12,1,12,0,1,1,2,2,1,0,2,0,1,0,0,2,3,0,2,4,4,1.33333,0,0,0.0,4,4,1.33333,381.0,0.571429,0
96,43,1,34,9,120,0,56,21,5,0,16,9,5,0,0,16,20,0,2,117,29,5.85,65,14,3.25,52,20,2.6,46.5714,3.80952,1
16,2,1,2,0,15,1,6,4,1,0,6,9,1,0,0,6,17,1,3,109,37,6.41176,79,37,4.64706,30,37,1.7647099999999998,101.857,32.5374,0
8,0,1,0,0,6,2,4,4,0,0,4,13,0,0,0,4,5,1,3,10,5,2.0,7,5,1.4,3,3,0.6,47.4286,14.8286,0
37,9,2,1,8,6,0,21,10,3,0,4,28,2,0,0,2,19,0,7,123,26,6.47368,81,31,4.26316,42,26,2.21053,227.429,112.632,0
580,27,1,15,24,300,11,157,209,29,39,25,8,0,0,1,9,92,0,9,1830,206,19.8913,982,146,10.6739,848,205,9.21739,248.571,85.3527,1
237,22,4,10,12,136,0,117,50,4,4,17,51,4,2,0,13,18,0,5,706,157,39.2222,268,160,14.8889,438,121,24.3333,151.143,60.9278,0
220,22,1,11,13,190,0,95,46,11,0,20,6,7,5,0,15,7,0,3,100,41,14.2857,87,44,12.4286,13,11,1.85714,183.857,51.4429,0
63,4,2,1,3,28,0,26,22,7,1,8,36,7,0,0,6,4,0,3,34,23,8.5,42,26,10.5,-8,0,-2.0,111.0,52.0588,0
10,0,1,0,0,3,0,3,3,2,0,3,8,2,0,0,3,1,0,1,0,0,0.0,0,0,0.0,0,0,0.0,83.2857,0.0,0
22,5,3,1,4,6,0,10,8,0,4,4,21,0,0,0,2,5,0,4,24,10,4.8,18,10,3.6,6,10,1.2,188.143,59.0,0
15,6,1,0,6,3,0,14,3,0,0,3,9,0,1,0,2,2,0,1,10,10,5.0,0,0,0.0,10,10,5.0,40.8571,3.14286,0
38,0,1,0,0,6,0,11,4,0,0,4,9,0,0,0,4,16,0,3,106,33,6.625,98,35,6.125,8,14,0.5,139.571,45.3895,0
2864,1,2,0,1,861,0,312,479,34,6,42,35,34,41,0,1,1,0,1,1,1,1.0,1,1,1.0,0,0,0.0,6.57143,0.0,0
525,35,5,2,34,595,0,243,108,10,2,35,73,10,21,0,6,55,1,7,1897,458,34.4909,906,494,16.4727,991,372,18.0182,180.571,57.3516,0
32,3,3,1,2,6,0,16,8,1,10,4,59,1,0,0,1,26,0,5,160,54,6.15385,138,54,5.30769,22,12,0.8461540000000001,367.0,99.8339,0
16,4,1,1,3,1,0,10,6,0,0,2,9,0,0,0,2,5,0,2,9,5,1.8,8,4,1.6,1,4,0.2,92.5714,47.254,0
45,8,3,1,7,10,2,33,9,1,12,5,46,0,0,0,4,3,0,2,125,90,41.6667,93,90,31.0,32,32,10.6667,90.5714,10.7291,0
38,4,1,1,3,1,0,15,3,0,0,2,7,0,0,0,2,6,2,1,20,9,3.33333,35,17,5.83333,-15,3,-2.5,52.2857,11.0,0
30,13,6,12,2,15,0,11,8,3,5,6,75,3,0,0,3,5,0,2,179,86,35.8,8,8,1.6,171,86,34.2,59.5714,1.56584,0
24,7,2,1,6,6,0,15,4,1,0,4,28,0,1,0,1,24,0,7,112,34,4.66667,66,19,2.75,46,34,1.91667,189.571,44.4732,0
3,1,1,0,1,0,0,2,1,0,0,1,8,0,0,0,1,1,0,1,0,0,0.0,0,0,0.0,0,0,0.0,85.1429,0.0,0
7,2,2,2,0,1,0,2,2,1,0,2,10,1,0,0,2,3,0,3,2,1,0.666667,2,1,0.666667,0,0,0.0,85.2857,34.2857,0
9,2,2,1,1,6,0,5,3,0,0,4,22,0,0,0,1,3,0,2,3,2,1.0,3,2,1.0,0,0,0.0,32.7143,5.42857,0
37,7,1,3,4,21,2,29,13,1,0,7,6,0,0,0,1,6,0,3,157,73,26.1667,15,12,2.5,142,73,23.6667,140.0,5.809830000000002,1
77,12,1,1,11,3,0,42,15,2,0,3,9,2,0,0,3,6,0,4,132,123,22.0,136,123,22.6667,-4,0,-0.666667,123.857,28.4307,0
156,8,1,4,4,15,0,49,48,1,0,6,6,1,1,0,1,10,0,4,127,49,12.7,81,31,8.1,46,22,4.6,154.0,90.6063,0
9,1,1,0,1,1,0,3,2,2,0,2,9,2,1,0,1,2,0,1,1,1,0.5,1,1,0.5,0,0,0.0,19.8571,2.0,1
28,18,2,18,0,28,7,12,8,0,0,8,6,0,0,0,6,12,0,7,75,23,6.25,55,23,4.58333,20,23,1.66667,226.857,109.756,0
233,39,1,20,19,496,0,160,62,18,0,32,9,17,1,0,31,18,0,2,391,101,21.7222,162,67,9.0,229,62,12.7222,48.7143,12.1381,0
81,1,1,1,0,1,0,5,4,5,0,2,0,5,0,0,2,2,0,1,0,0,0.0,0,0,0.0,0,0,0.0,147.857,0.0,0
9,2,3,0,2,3,0,6,3,0,2,3,27,0,0,0,3,10,0,5,100,27,10.0,162,51,16.2,-62,9,-6.2,322.286,95.0971,0
9,2,1,1,1,1,0,3,2,2,0,2,9,2,1,0,1,1,0,1,0,0,0.0,0,0,0.0,0,0,0.0,4.0,0.0,1
21,4,2,4,0,10,0,9,6,2,0,5,13,2,0,0,5,2,0,2,9,8,4.5,6,5,3.0,3,3,1.5,14.0,6.22222,0
22,1,1,1,0,1,0,6,4,1,0,2,0,1,0,0,2,4,0,2,24,10,6.0,20,17,5.0,4,10,1.0,80.2857,29.5714,0
141,20,1,2,18,28,0,78,33,10,0,8,8,10,0,0,8,25,0,5,153,36,6.12,71,13,2.84,82,23,3.28,217.0,64.2838,0
156,4,1,1,3,378,0,76,84,14,0,28,18,14,0,0,28,4,0,2,14,6,3.5,21,17,5.25,-7,4,-1.75,77.7143,40.8265,0
116,15,2,4,13,36,0,78,28,3,0,9,3,3,4,0,4,13,0,5,88,33,6.76923,81,46,6.23077,7,24,0.538462,174.429,100.872,0
431,24,2,1,23,136,0,109,34,14,1,17,14,13,3,0,7,113,1,3,1303,127,11.531,798,82,7.06195,505,109,4.46903,139.571,51.7615,1
3,1,1,0,1,0,0,2,1,0,0,1,8,0,0,0,1,1,0,1,0,0,0.0,0,0,0.0,0,0,0.0,85.1429,0.0,0
389,42,1,19,25,496,0,196,88,14,0,32,9,14,10,0,21,2,0,1,0,0,0.0,0,0,0.0,0,0,0.0,45.8571,0.0,0
20,2,1,0,2,15,0,9,7,0,0,6,9,0,0,0,6,8,1,1,18,11,2.25,9,6,1.125,9,5,1.125,164.0,1.20635,0
30,3,1,2,2,10,0,10,8,2,0,5,8,0,1,1,4,5,0,2,22,10,4.4,28,17,5.6,-6,10,-1.2,117.0,55.5325,0
347,20,1,4,16,253,0,172,93,10,0,23,6,8,21,0,2,14,0,5,500,381,35.7143,393,280,28.0714,107,101,7.6428600000000015,335.286,214.931,1
192,17,1,11,9,66,0,86,51,5,0,12,8,5,3,0,9,8,0,1,131,60,16.375,59,25,7.375,72,58,9.0,16.0,1.72737,1
17,5,1,2,3,6,0,8,5,1,0,4,9,1,0,0,4,8,1,2,12,4,1.5,19,8,2.375,-7,3,-0.875,109.857,53.6905,0
58,3,2,1,2,28,0,17,10,7,0,8,17,7,0,0,0,3,0,1,116,114,38.6667,116,114,38.6667,0,0,0.0,70.8571,49.8498,0
3,2,1,2,0,15,1,6,1,1,0,6,9,0,0,1,0,1,1,1,1,1,1.0,1,1,1.0,0,0,0.0,11.7143,0.0,0
71,2,1,0,2,15,0,28,10,4,0,6,0,4,0,0,4,27,0,8,351,87,13.0,341,89,12.6296,10,43,0.37037,335.286,98.7196,1
63,5,2,2,3,36,2,24,15,4,0,9,13,4,0,0,9,2,0,2,16,15,8.0,44,43,22.0,-28,0,-14.0,14.0,6.5625,0
63,6,3,2,4,21,2,25,9,1,1,7,72,1,6,0,1,3,0,3,19,18,6.33333,23,21,7.66667,-4,0,-1.33333,56.1429,20.9624,0
38,4,2,4,0,66,0,14,12,1,152,12,41,1,1,0,11,34,0,6,203,54,5.9705900000000005,225,54,6.61765,-22,4,-0.647059,367.0,69.1696,0
132,7,1,2,5,3,0,22,31,0,0,3,0,0,1,0,2,9,0,2,79,36,8.77778,23,10,2.55556,56,31,6.22222,90.4286,55.4792,0
19,1,2,1,0,6,0,8,5,1,0,4,6,1,0,0,4,18,0,3,122,50,6.77778,125,32,6.944439999999998,-3,36,-0.166667,139.571,55.959,0
84,5,2,1,4,45,0,34,19,7,0,10,6,7,0,0,10,23,0,4,1167,803,50.7391,810,687,35.2174,357,803,15.5217,156.571,7.45758,1
3,0,1,0,0,0,0,2,1,8,0,1,0,1,0,7,1,1,0,1,0,0,0.0,0,0,0.0,0,0,0.0,14.5714,0.0,0
14,2,1,2,0,1,0,7,3,1,0,2,0,1,0,0,2,4,1,1,1,1,0.25,0,0,0.0,1,1,0.25,164.0,15.4286,0
55,7,1,0,7,6,0,30,14,8,0,4,9,0,0,0,3,17,1,6,112,70,6.588239999999999,135,86,7.94118,-23,4,-1.35294,239.143,24.6786,1
907,1,2,0,1,120,0,138,171,14,6,16,35,14,15,0,1,1,0,1,1,1,1.0,1,1,1.0,0,0,0.0,6.57143,0.0,0
152,12,1,1,11,105,0,65,35,5,0,15,0,0,11,0,3,5,0,4,43,26,8.6,45,37,9.0,-2,7,-0.4,59.0,20.4917,0
24,4,1,4,0,28,0,8,8,2,0,8,8,0,0,2,8,19,0,5,242,65,12.7368,199,108,10.4737,43,45,2.26316,136.571,12.768,1
166,17,4,1,16,136,0,91,47,4,1,17,39,4,8,0,5,45,2,6,866,208,19.2444,406,58,9.02222,460,208,10.2222,181.429,36.9553,0
19,6,1,1,5,6,0,18,4,2,0,4,0,1,0,0,4,22,2,2,46,6,2.09091,95,42,4.31818,-49,4,-2.22727,133.0,54.5248,0
75,3,1,1,2,91,0,24,19,6,0,14,21,0,1,6,13,1,0,1,1,1,1.0,1,1,1.0,0,0,0.0,187.286,0.0,0
1346,32,3,2,30,253,0,475,159,55,0,23,14,30,12,25,8,8,0,2,215,133,26.875,155,81,19.375,60,52,7.5,44.5714,33.7694,1
4,0,2,0,0,0,2,2,1,3,0,1,9,0,0,0,1,3,0,3,5,3,1.66667,44,41,14.6667,-39,0,-13.0,135.571,62.1143,0
9,3,2,2,1,3,0,4,3,1,0,3,10,1,0,0,3,1,1,1,0,0,0.0,0,0,0.0,0,0,0.0,7.42857,0.0,0
35,6,1,2,4,55,0,18,11,1,0,11,9,1,0,0,11,21,0,3,51,10,2.42857,40,8,1.90476,11,10,0.52381,139.571,57.521,0
115,20,1,6,14,28,0,64,30,8,0,8,9,7,4,0,4,3,1,1,21,16,7.0,11,9,3.66667,10,7,3.33333,7.42857,1.65986,0
20,3,2,0,3,3,0,16,8,1,0,3,4,1,2,0,0,4,0,1,56,53,14.0,36,33,9.0,20,20,5.0,47.5714,25.352,0
320,19,1,2,18,276,0,150,67,13,0,24,0,13,13,0,11,8,0,3,180,119,22.5,202,109,25.25,-22,10,-2.75,132.429,26.9929,1
70,10,1,3,8,21,0,28,20,2,0,7,9,2,0,0,7,24,1,2,294,92,12.25,142,61,5.91667,152,47,6.33333,92.4286,61.1934,0
16,10,2,3,7,1,1,11,4,1,3,2,7,0,0,0,1,4,0,2,13,10,3.25,4,2,1.0,9,10,2.25,133.429,21.7253,0
24,4,4,2,2,6,0,9,4,2,0,4,50,2,0,0,4,11,0,5,297,249,27.0,254,170,23.0909,43,79,3.90909,246.143,15.5748,1
246,11,1,1,11,66,0,78,59,30,0,12,33,19,5,0,5,31,0,4,2965,768,95.6452,2272,442,73.2903,693,619,22.3548,239.143,75.5909,1
178,24,5,11,13,45,4,82,34,1,52,10,161,0,1,0,5,22,0,5,368,85,16.7273,101,31,4.59091,267,65,12.1364,205.857,59.2092,0
8,2,1,0,2,0,0,4,1,2,0,1,0,2,0,0,1,11,0,2,31,9,2.81818,34,9,3.09091,-3,3,-0.272727,139.286,46.7327,0
24,5,2,5,0,21,0,7,7,6,0,7,13,6,0,0,7,11,0,2,29,8,2.63636,25,5,2.27273,4,4,0.363636,92.4286,34.3892,0
107,4,2,1,3,91,0,44,22,2,1,14,23,2,2,0,12,2,0,2,21,21,10.5,25,25,12.5,-4,0,-2.0,70.2857,36.1429,0
115,4,1,1,3,120,0,33,29,4,0,16,9,4,4,0,12,2,0,1,7,6,3.5,6,5,3.0,1,1,0.5,103.0,2.69388,0
54,7,1,1,6,45,0,28,15,1,0,10,9,1,0,0,10,22,0,2,95,12,4.31818,90,14,4.09091,5,5,0.227273,154.714,82.2646,0
84,17,3,1,16,21,0,54,15,2,13,7,18,2,1,0,2,67,0,8,659,107,9.83582,575,182,8.582089999999999,84,88,1.25373,297.571,58.0098,1
6,3,3,1,2,1,0,4,2,1,7,2,39,1,0,0,2,5,0,2,11,7,2.2,3,2,0.6,8,7,1.6,32.7143,18.6883,0
523,21,1,1,20,66,0,248,130,17,0,12,51,17,6,0,6,46,0,4,1114,300,24.2174,778,300,16.913,336,300,7.30435,103.0,44.58,1
50,12,2,1,11,1,0,32,9,1,0,2,6,1,0,0,1,15,0,4,101,26,6.7333300000000005,66,16,4.4,35,20,2.33333,190.143,68.7341,0
686,1,1,1,0,55,0,36,42,1,0,11,9,0,0,0,11,1,0,1,1,1,1.0,1,1,1.0,0,0,0.0,35.5714,0.0,0
56,5,1,3,2,15,0,24,16,4,0,6,9,4,0,0,6,2,0,1,1,1,0.5,1,1,0.5,0,0,0.0,24.7143,4.85714,0
327,38,3,27,16,595,6,177,92,0,35,35,83,0,0,0,19,140,0,8,2114,539,15.1,2023,539,14.45,91,206,0.65,367.0,72.7247,0
55,10,1,8,3,45,0,28,21,4,0,10,0,2,1,0,9,8,0,4,76,26,9.5,22,17,2.75,54,24,6.75,207.71400000000003,78.6128,0
10,2,5,1,1,3,0,4,3,1,92,3,88,1,0,0,3,2,0,2,1,1,0.5,2,2,1.0,-1,0,-0.5,102.0,65.8571,0
13,1,4,0,1,1,0,6,3,0,8,2,36,0,0,0,1,11,0,2,20,4,1.81818,170,155,15.4545,-150,3,-13.6364,119.0,61.2857,0
31,19,1,15,4,66,3,28,11,0,0,12,12,0,0,0,12,7,0,1,35,13,5.0,4,2,0.571429,31,13,4.42857,30.8571,17.4653,0
6,2,1,2,0,15,2,8,2,0,0,6,9,0,0,0,5,2,0,1,6,5,3.0,1,1,0.5,5,5,2.5,19.7143,0.119048,0
48,8,1,8,0,1,0,9,6,4,0,2,0,4,0,0,2,11,0,3,88,56,8.0,52,23,4.72727,36,48,3.27273,110.143,17.7208,0
149,36,2,30,8,210,1,94,46,5,0,21,39,4,0,0,20,56,0,9,758,98,13.5357,465,73,8.30357,293,55,5.23214,368.143,166.46900000000005,0
33,8,2,0,8,3,0,27,8,2,1,3,13,2,1,0,1,4,0,3,6,4,1.5,3,1,0.75,3,3,0.75,27.8571,6.19048,0
210,20,1,6,15,210,0,145,64,2,86,21,6,2,10,0,11,49,0,8,1106,220,22.5714,898,205,18.3265,208,129,4.2449,328.1430000000001,139.893,1
829,79,2,36,50,1711,4,381,127,40,0,59,2,24,13,0,40,101,1,3,1408,173,13.9406,891,174,8.82178,517,67,5.11881,45.8571,9.81636,1
10,2,2,1,1,3,0,6,4,0,0,3,29,0,1,0,2,7,0,4,21,10,3.0,23,16,3.28571,-2,10,-0.285714,227.429,26.0408,0
23,2,1,1,1,6,0,11,7,5,0,4,6,2,0,0,4,8,0,7,51,28,6.375,41,25,5.125,10,6,1.25,335.286,212.451,0
13,2,5,0,2,6,0,8,4,1,69,4,54,1,0,0,2,2,0,1,0,0,0.0,0,0,0.0,0,0,0.0,133.571,0.0,1
113,35,3,27,8,153,1,65,37,1,7,18,55,1,1,0,12,22,0,8,745,263,33.8636,515,148,23.4091,230,115,10.4545,333.286,43.4,0
24,2,1,2,0,1,0,12,8,1,0,2,9,0,0,0,2,10,0,3,20,5,2.0,19,4,1.9,1,4,0.1,139.571,64.8286,0
12,2,1,2,0,1,0,2,2,4,0,2,9,0,0,4,0,4,0,3,29,13,7.25,61,51,15.25,-32,5,-8.0,368.143,152.256,0
196,43,1,30,13,45,0,70,42,0,0,10,6,0,0,0,10,25,2,5,438,65,17.52,209,52,8.36,229,65,9.16,176.71400000000003,29.349,1
29,3,2,1,2,1,2,16,11,0,0,2,9,0,0,0,1,2,0,2,0,0,0.0,0,0,0.0,0,0,0.0,150.857,0.0,0
26,1,2,1,0,3,0,3,9,3,0,3,31,0,0,0,3,3,0,3,8,6,2.66667,7,5,2.33333,1,1,0.333333,209.143,99.4107,0
72,12,4,1,11,10,0,34,17,7,4,5,45,7,0,0,4,4,0,2,43,20,10.75,40,18,10.0,3,2,0.75,32.7143,2.75083,0
39,7,2,0,7,6,2,32,13,0,2,4,7,0,0,0,0,5,2,2,41,11,8.2,37,35,7.4,4,10,0.8,98.2857,48.4634,0
57,3,1,1,2,3,0,8,6,3,0,3,0,3,0,0,3,3,0,2,6,5,2.0,2,1,0.666667,4,4,1.33333,41.2857,17.6429,0
80,0,1,0,0,21,0,21,29,5,0,7,0,3,0,0,1,9,0,6,188,116,20.8889,177,116,19.6667,11,6,1.22222,362.0,297.757,0
123,17,2,0,17,21,0,102,30,2,1,7,19,1,3,0,1,39,2,4,627,185,16.0769,417,91,10.6923,210,185,5.38462,155.429,41.0601,1
23,4,2,2,3,15,1,10,6,5,0,6,22,4,0,0,1,7,0,2,27,17,3.85714,23,13,3.28571,4,4,0.571429,32.7143,5.7672,0
198,10,4,1,9,36,0,73,28,14,25,9,78,11,2,0,3,102,3,3,1624,201,15.9216,1228,161,12.0392,396,125,3.88235,161.857,53.5477,0
14,1,1,0,1,0,0,7,4,1,0,1,0,0,0,0,1,1,0,1,0,0,0.0,0,0,0.0,0,0,0.0,4.0,0.0,1
70,6,2,4,2,105,0,40,19,24,95,15,68,3,0,0,5,31,0,7,508,87,16.3871,85,9,2.74194,423,87,13.6452,229.71400000000003,7.75506,0
37,3,2,0,3,15,0,22,7,3,0,6,14,0,0,3,6,1,1,1,1,1,1.0,1,1,1.0,0,0,0.0,11.7143,0.0,0
240,128,1,122,6,465,0,72,66,11,0,31,18,3,4,7,27,24,0,9,999,468,41.625,251,69,10.4583,748,420,31.1667,368.143,314.776,0
1131,1,2,0,1,136,0,127,206,17,6,17,35,17,16,0,1,1,0,1,1,1,1.0,1,1,1.0,0,0,0.0,6.57143,0.0,0
272,14,3,0,14,136,0,82,38,8,0,17,14,8,4,0,13,26,0,9,264,72,10.1538,254,104,9.76923,10,28,0.384615,227.429,101.446,1
81,16,1,0,16,66,0,53,18,2,0,12,17,1,2,1,10,3,0,1,250,125,83.3333,0,0,0.0,250,125,83.3333,125.286,0.214286,1
49,5,4,0,5,28,0,21,11,3,0,8,21,3,0,0,7,1,0,1,0,0,0.0,0,0,0.0,0,0,0.0,6.42857,0.0,0
33,1,1,1,0,55,0,12,38,10,0,11,9,1,0,0,11,2,0,1,235,235,117.5,249,249,124.5,-14,0,-7.0,32.7143,1.71429,0
3,0,1,0,0,0,0,2,1,51,0,1,0,1,0,50,1,3,0,1,18,18,6.0,2,2,0.666667,16,18,5.33333,14.8571,1.14286,1
62,3,2,1,2,3,0,23,17,4,1,3,6,4,1,0,2,7,0,3,164,63,23.4286,30,20,4.28571,134,59,19.1429,147.0,44.3206,0
51,6,1,3,3,1,0,18,11,1,0,2,8,1,0,0,2,1,0,1,0,0,0.0,0,0,0.0,0,0,0.0,105.0,0.0,1
847,3,1,1,2,171,0,423,321,5,0,19,9,5,16,0,2,5,0,3,5,1,1.0,5,1,1.0,0,0,0.0,250.143,16.1429,0
15,3,1,1,2,3,0,9,4,2,0,3,0,2,0,0,3,4,0,3,7,4,1.75,9,5,2.25,-2,0,-0.5,183.857,135.143,0
17,1,1,1,0,1,0,2,8,3,0,2,9,0,0,2,2,4,0,2,55,31,13.75,2,1,0.5,53,30,13.25,45.8571,26.3065,0
76,10,1,3,7,6,0,37,23,3,0,4,6,3,0,0,3,4,0,3,14,14,3.5,87,39,21.75,-73,5,-18.25,20.2857,0.285714,0
272,12,1,7,9,210,0,91,39,15,0,21,0,9,7,6,13,4,1,1,0,0,0.0,3,3,0.75,-3,0,-0.75,164.0,0.0,0
69,10,1,1,9,6,0,30,8,0,0,4,10,0,1,0,3,38,0,3,196,36,5.15789,139,17,3.65789,57,28,1.5,139.571,48.4912,0
18,36,1,34,2,15,0,24,6,0,0,6,6,0,0,0,6,3,0,2,13,9,4.33333,10,9,3.33333,3,3,1.0,85.2857,52.7033,0
62,9,2,0,9,0,0,31,2,0,1,1,4,0,0,0,0,5,0,2,25,12,5.0,21,11,4.2,4,2,0.8,32.7143,8.36571,1
83,8,2,1,8,6,0,48,21,1,18,4,62,0,0,0,2,51,0,7,426,143,8.35294,394,143,7.72549,32,13,0.627451,367.0,88.2921,0
145,6,5,1,5,6,0,17,8,5,2,4,55,5,0,0,3,3,0,2,34,32,11.3333,40,40,13.3333,-6,2,-2.0,60.1429,24.479,0
88,6,2,1,5,28,0,35,16,5,0,8,33,0,0,0,7,3,0,3,8,6,2.66667,8,5,2.66667,0,1,0.0,143.857,50.5714,0
237,10,1,0,10,55,0,63,32,2,0,11,9,2,3,0,8,20,0,4,651,335,32.55,582,335,29.1,69,161,3.45,148.571,41.2012,0
24,8,1,1,7,3,0,18,5,0,0,3,0,0,0,0,3,10,0,3,24,6,2.4,18,5,1.8,6,3,0.6,72.5714,30.6488,0
12,2,1,1,1,3,0,8,3,1,0,3,0,1,0,0,3,2,0,2,4,4,2.0,4,4,2.0,0,0,0.0,177.71400000000003,4.85714,0
69,15,1,12,4,66,0,29,16,10,0,12,0,6,1,0,11,16,1,2,57,15,3.5625,42,7,2.625,15,11,0.9375,92.4286,45.3183,1
81,3,1,2,1,253,0,29,28,12,0,23,18,11,0,0,23,10,0,2,172,152,17.2,169,152,16.9,3,152,0.3,104.571,7.952660000000002,0
3,1,1,0,1,0,0,2,1,0,0,1,8,0,0,0,1,1,0,1,0,0,0.0,0,0,0.0,0,0,0.0,85.1429,0.0,0
38,2,1,1,1,21,0,14,8,4,0,7,0,3,0,0,7,8,0,2,13,4,1.625,9,4,1.125,4,3,0.5,48.8571,11.4725,0
525,47,3,3,44,325,1,363,181,2,5,26,65,2,11,0,3,35,1,5,440,106,12.5714,345,162,9.85714,95,78,2.71429,133.571,63.5704,0
163,11,2,1,11,66,0,79,12,3,0,12,28,2,5,0,5,19,0,8,387,254,20.3684,177,45,9.31579,210,218,11.0526,335.286,152.42600000000004,0
156,48,1,42,6,105,3,73,52,15,0,15,0,1,6,2,9,34,0,8,306,51,9.0,193,64,5.67647,113,29,3.3235300000000003,335.286,160.338,0
681,14,2,1,13,2080,1,237,223,4,402,65,8,1,0,3,2,109,0,8,2519,442,23.1101,1822,290,16.7156,697,213,6.3945,367.0,155.613,0
28,6,5,2,4,6,0,12,9,0,37,4,88,0,0,0,1,31,0,5,148,67,4.77419,153,67,4.93548,-5,4,-0.16129000000000002,367.0,52.1911,0
91,13,1,8,6,105,0,52,27,6,0,15,9,6,0,0,15,15,0,3,72,18,4.8,56,9,3.733330000000001,16,11,1.06667,45.2857,3.9504,0
0,0,1,0,0,0,0,0,0,10,0,0,9,0,0,0,0,6,0,2,18,11,3.0,18,11,3.0,0,3,0.0,95.0,22.1349,0
26,2,1,0,2,1,0,18,2,0,0,2,9,0,0,0,2,1,0,1,0,0,0.0,0,0,0.0,0,0,0.0,40.8571,0.0,0
0,1,1,1,0,0,0,1,0,0,0,1,7,0,0,0,1,1,0,1,0,0,0.0,0,0,0.0,0,0,0.0,85.1429,0.0,0
3,0,1,0,0,0,0,2,1,4,0,1,0,1,0,3,1,1,0,1,0,0,0.0,0,0,0.0,0,0,0.0,14.8571,0.0,0
226,16,3,1,15,66,5,96,57,4,6,12,38,2,3,0,4,21,1,2,101,32,4.80952,90,19,4.28571,11,13,0.52381,92.4286,35.5559,0
21,2,1,1,1,1,0,8,4,2,0,2,0,1,0,0,2,4,0,2,6,4,1.5,3,1,0.75,3,3,0.75,46.0,19.5,0
43,6,1,2,4,36,0,22,12,3,0,9,17,3,0,0,9,2,0,1,1,1,0.5,1,1,0.5,0,0,0.0,6.714289999999999,0.14285699999999998,0
27,2,1,0,2,0,0,15,6,0,0,1,9,0,0,0,1,3,0,1,5,5,1.66667,5,5,1.66667,0,0,0.0,164.429,0.428571,0
44,5,1,5,0,15,0,11,6,2,0,6,0,1,1,0,4,3,0,1,9,7,3.0,6,6,2.0,3,2,1.0,49.4286,10.7778,0
